product_name,correct_category
กระเบื้องโมเสค คอตโต้ (คละสี) ขนาด 48x48 mm. (2SM),กระเบื้องและเซรามิก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ BR02Scrat. บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
โฟร์ซีซันส์ 5IN1 สีน้ำยืดหยุ่น ชนิดเนียน สำหรับภายนอก ไม่ผสมน้ำ บรรจุ 15 ลิตร,สีและเคมีภัณฑ์
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 420 KSC,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ระบบตรวจจับความเข้มของสนามไฟฟ้า รุ่น LWDP-EM02 อายุการใช้งาน 2 ปี,อื่นๆ
ลวดเหล็กกล้าตีเกลียวสำหรับคอนกรีตอัดแรง ขนาด 7.9 - 18 mm 1 กิโลกรัม,ผลิตภัณฑ์เหล็ก
คอนกรีตผสมเสร็จ CPAC กำลังอัด 240 ksc,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ชิลด์ โฟโตคลีน เบส ดี ขนาดบรรจุ 3.5 ลิตร,สีและเคมีภัณฑ์
สีน้ำซุปเปอร์ชิลด์ ชนิดเนียน สีขาว บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
กระเบื้องบุผนัง คอตโต้ 30x50 ซม.,กระเบื้องและเซรามิก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ RE01Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ลูกโลกน้ำเงิน (ชนิดถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม ชนิดเนียน สำหรับทาภายนอก เบส ดี บรรจุ 15 ลิตร,สีและเคมีภัณฑ์
อินทรีมอร์ตาร์ 11 ปูนซีเมนต์สำเร็จรูปสำหรับฉาบทั่วไป แบบบัลค์,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ท่อกลมดำ ขนาด 6 นิ้ว ความหนา 1.20 - 7.10 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
สีน้ำทาฝ้า TOA SHIELD EXPERT#000A 1 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ชิลด์ แอร์เฟรซ แอนตี้ไวรัส โกลด์ ไอออน 15+ ชนิดกึ่งเงา เบส A ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ด้าน ภายนอก เบส 2.5 แกลลอน #000C,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ BL02Scrat .บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ดูราคลีน เอ พลัส สีน้ำ กึ่งเงา ภายใน เบส 2.5 แกลลอน #000D,สีและเคมีภัณฑ์
เบเยอร์ คูล ออล พลัส ภายใน เบส บี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 120 x 120 มิลลิเมตร ความหนา 3.00 - 8.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กลวดคาร์บอนต่ำ,ผลิตภัณฑ์เหล็ก
วัสดุอะคูสติก เอสซีจี สำหรับผนังตกแต่งดูดซับเสียง รุ่น Cylence Zandera,สีและเคมีภัณฑ์
เสือกาวยาแนว (สูตรใช้ White cement) สีฟ้าครามเข้ม บรรจุถุง,สีและเคมีภัณฑ์
CAST13ES,อื่นๆ
เสือ มอร์ตาร์ ฉาบอิฐมวลเบาผง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ HVG ท็อปการ์ด โพลียูรีเทน 2K เงา ส่วนเอ 1 แกลลอน #0600,สีและเคมีภัณฑ์
"กระเบื้องโมเสค คอตโต้ (คละสี) ขนาด 25x25 mm. (1""x1"")",กระเบื้องและเซรามิก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 127.0 x 127.0 มิลลิเมตร ความหนา 4.78 - 9.52 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ซุปเปอร์เมเทค เอ็กซ์เปิร์ต สีน้ำด้าน นอก ผสมรองพื้น เบส 1 แกลลอน #000D,สีและเคมีภัณฑ์
เหล็กข้ออ้อย DB10 SD40 (GB) ชนิดม้วน,ผลิตภัณฑ์เหล็ก
สีน้ำอะครีลิค เอ็กซ์ตร้าปาม ชนิดเนียน สำหรับทาภายนอก สีขาว บรรจุ 15 ลิตร,สีและเคมีภัณฑ์
เหล็กแบนดำ ขนาด 75 x 6000 มิลลิเมตร ความหนา 1.20 - 12.70 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
โฟร์ซีซันส์ สีรองพื้นกันสนิม เทา 5 แกลลอน #GREY,สีและเคมีภัณฑ์
"โซ่เหล็กมาตรฐานสากล เกรด 30 ขนาดมาตฐาน 5/16 นิ้ว x 92 ฟุต, บรรจุถังพลาสติกกลม",ผลิตภัณฑ์เหล็ก
กระเบื้องเซรามิคตัดขอบ NATURAL Collection ดีไซน์ ทิมเบอร์ – เชอรี่ ขนาด 9.6 x 58.5 cm.,กระเบื้องและเซรามิก
แหวนยางสำหรับท่อน้ำ,สุขภัณฑ์
ฉนวนยาง Aeroflex-HF 25 mm,ฉนวนกันความร้อน
ปูนซีเมนต์สำเร็จรูป เทปรับพื้นสำหรับปูกระเบื้อง บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ท่อพีวีซี เอสซีจี ระบบสาธารณูปโภค-ประปาขนาดใหญ่ -8.5 ปริมาตร 1 ลบ.ซม.,สุขภัณฑ์
"ท่อเหล็กเหลี่ยมดำ 1""x1""x 0.80 - 3.20 มม.",ผลิตภัณฑ์เหล็ก
กระเบื้องพอร์ซเลน คอตโต้ 60x120 ซม.,กระเบื้องและเซรามิก
"โครงหลังคาสำเร็จรูป D-Truss C75 ความหนา 0.6, 0.75, 0.95 mm AZ150 G550",วัสดุมุงหลังคา
เบเยอร์คูล ออล พลัส เบส ซี ขนาดบรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ฉนวนตราช้างสำหรับงานหุ้มท่อปรับอากาศรุ่น FRK 2425 1 ตารางเมตร,ฉนวนกันความร้อน
ปูนฉาบบางแต่งผิวสี บรรจุถุง 25 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อินทรีมอร์ตาร์ 53 คอนกรีตแห้ง 280 KSC ทรงลูกบาศก์ 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กข้ออ้อย DB12 SD40 (T),ผลิตภัณฑ์เหล็ก
ดูราคลีน เอ พลัส สีน้ำ ด้าน ภายใน เบส 2.5 แกลลอน #000C,สีและเคมีภัณฑ์
เหล็กข้ออ้อย ขนาด 25 มม. เกรด SD40T,ผลิตภัณฑ์เหล็ก
เบเยอร์ คูล ออล พลัส ภายใน เบส C ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง ขนาด 10 มม. (ผลิตภัณฑ์ตัวอย่าง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กเดือย (Dowel bar) ชั้นคุณภาพ S28C-D ขนาด 40 mm.,ผลิตภัณฑ์เหล็ก
ปูนงานหล่อ เอสซีจี บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ตัวยึดจับสายนำบนหลังคา รุ่น LYCMSS-AN 87 กรัม,วัสดุมุงหลังคา
ข้องอ 90 เกลียวในทองเหลือง-หนา ฟ้า 20,สุขภัณฑ์
อินทรีมอร์ตาร์ 47 กาวซีเมนต์สำหรับปูกระเบื้องสระว่ายน้ำ 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อุปกรณ์ประปา ข้อต่อเหล็กแบบเกลียว ข้อต่อประปาเหล็กหล่ออบเหนียวชุบสังกะสี  ขนาด 1/8-6 นิ้ว,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป COMPACTING แบบบัลค์,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อินทรีเพชรพลัส (ชนิดถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กเส้นข้ออ้อย SD50 DB32 12M,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดแป๊บสี่เหลี่ยมผืนผ้าเคลือบกัลวาไนซ์ ขนาด 65x38 มม. X  หนา 1.30 มม.,ผลิตภัณฑ์เหล็ก
ปูนงานโครงสร้าง เอสซีจี สูตรไฮบริด แบบบัลค์ ขนาด 1000 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ฉนวนกันความร้อน AEROFLEX STANDARD ขนาด 38 mm 1 ตารางเมตร,ฉนวนกันความร้อน
กาวซีเมนต์ ชาละวัน ขนาด 20 กก.,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
กล่องตรวจสอบหลักดิน วัสดุคอนกรีต ใช้สำหรับงานหนัก (GXCIP) ขนาด 310x310x192 มม. น้ำหนัก 21 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ คูล ไดมอนด์ ชิลด์ 7 ภายใน เบส บี ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีผิวเรียบ SP02 บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ฉนวนยาง Aeroflex Standard หนา 50 มิลลิเมตร,ฉนวนกันความร้อน
เบเยอร์ คูล เฟล็กซ์ เฉดสีเข้ม ขนาดบรรจุ 9 ลิตร,สีและเคมีภัณฑ์
เหล็กลวดคาร์บอนต่ำ ชั้นคุณภาพ SWRM10 ขนาด 5.5 mm.,ผลิตภัณฑ์เหล็ก
ฉนวนใยแก้วแบบแผ่น PLN 3250,ฉนวนกันความร้อน
ท่อต๊าปเกลียวเคลือบสังกะสี ขนาด 4 นิ้ว ความหนา 3.05 - 8.60 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ระบบผนังกระจก แอล,กระจก
ทีโอเอ ออร์แกนิค แคร์ สีน้ำ กึ่งเงา ภายใน เบส 9 ลิตร #000B,สีและเคมีภัณฑ์
เหล็กข้ออ้อย SD50 DB12,ผลิตภัณฑ์เหล็ก
แม่พิมพ์กราไฟต์ CC2-C-9595 ขนาด 65 x 78 x 145 มม. น้ำหนัก 1.21 กิโลกรัม,อื่นๆ
ฉนวนใยแก้วชนิดม้วน รุ่น 2450 ปิดฟอยล์ 1 ด้าน ขนาด 50 มิลลิเมตร,ฉนวนกันความร้อน
เบเยอร์คูล ซุปเปอร์ เซรามิค ฃิลด์ เบส เอ ขนาดบรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ YE02Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
กล่องตรวจสอบหลักดิน วัสดุคอนกรีต แยกชิ้น 4 ชิ้น (GXCIP-505050-4P) ขนาด 500x500x500 มม. น้ำหนัก 97.2 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ชิลด์ไดมอนด์ เบส ซี ขนาดบรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ท่อพีวีซี เอสซีจี ระบบประปา-ระบายน้ำ-5 ปริมาตร 1 ลบ.ซม.,สุขภัณฑ์
แผ่นยิปซัมมาตรฐาน ความหนา 9 มิลลิเมตร ขนาด 1 ตารางเมตร,วัสดุผนังและฝ้า
ท่อพีวีซี เอสซีจี ระบบร้อยสายไฟฟ้าและสายโทรศัพท์ สีขาว (JIS) ปริมาตร 1 ลบ.ซม.,สีและเคมีภัณฑ์
อินทรีเพชร CPM (ชนิดผง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ รูฟ ซีล คูล 201 (White) ขนาด 5 แกลลอน,วัสดุมุงหลังคา
เหล็กเส้นกลม ขนาด 19 มม. เกรด SR24,ผลิตภัณฑ์เหล็ก
สีน้ำซุปเปอร์ชิลด์ ชนิดกึ่งเงา เบส ซี บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
ปูนงานโครงสร้าง เอสซีจี แบบบัลค์,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ Grey cement) สีดำ บรรจุถุง 1 กิโลกรัม,สีและเคมีภัณฑ์
คอนกรีตผสมเสร็จ 400 KSC,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ท่อเหล็กแบนกัลวาไนซ์ 75 x 38 x 1.1 มม.,ผลิตภัณฑ์เหล็ก
เบเยอร์คูล ซุปเปอร์ เซรามิค ฃิลด์ เฉดสีกลาง ขนาดบรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
อิฐทนไฟ Neomag-F,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 60 x 40 มิลลิเมตร ความหนา 2.00 -5.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
หลังคาไฟเบอร์กลาสโปร่งแสงท๊อปกลาส จีซี 2400 จีเอสเอ็ม รูปลอน 3 ลอน  720,วัสดุมุงหลังคา
กระเบื้องปูพื้น คอตโต้ 30x30 ซม.,กระเบื้องและเซรามิก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GY04Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ ลอฟท์ เคลียร์ ภายนอก 3 กก #MECLR,สีและเคมีภัณฑ์
ฉนวนยาง Aeroflex HT หนา 20 มิลลิเมตร,ฉนวนกันความร้อน
ท่อพีวีซี เสือ ระบบประปา-ระบายน้ำ-13.5,สุขภัณฑ์
กระเบื้องบุผนัง คอตโต้ 20x25 ซม. NK2,กระเบื้องและเซรามิก
โฟร์ซีซันส์ 5IN1 สีน้ำยืดหยุ่น ชนิดเนียน สำหรับภายนอก ไม่ผสมน้ำ บรรจุ 15 ลิตร,สีและเคมีภัณฑ์
กระเบื้อง ECO TERRA คอตโต้ 20x20 ซม. NK1,กระเบื้องและเซรามิก
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ด้าน ภายนอก เบส 2.5 แกลลอน #000D,สีและเคมีภัณฑ์
ปูนงานหล่อ เอสซีจี บรรจุถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 38 x 38 มิลลิเมตร ความหนา 1.60 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เสือกาวยาแนว (สูตรใช้ White cement) สีฟ้า บรรจุถุง 1 กิโลกรัม,สีและเคมีภัณฑ์
เหล็กเส้นข้ออ้อย SD40T DB28 12M,ผลิตภัณฑ์เหล็ก
บัวซูเปอร์คอร์ (ชนิดปูนผง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ คูล เฟล็กซ์ เฉดสีเข้มมาก ขนาดบรรจุ 9 ลิตร,สีและเคมีภัณฑ์
รั้วคอนกรีต เอสซีจี รุ่น คลาสสิคสมาร์ท (ผนังกันดิน),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
อินทรีมอร์ตาร์ ปูนครอบหลังคากระเบื้อง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กข้ออ้อย DB25 SD40 (GB),ผลิตภัณฑ์เหล็ก
กระเบื้องบุผนัง คอตโต้ 20x25 ซม.,กระเบื้องและเซรามิก
บอลวาล์ว-ฟ้า 80,สุขภัณฑ์
ดูราคลีน เอ พลัส สีน้ำ ด้าน ภายใน เบส 2.5 แกลลอน #000D,สีและเคมีภัณฑ์
เบเยอร์ คูล โปรแฟสชันนัล สีทาฝ้า#3511 ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
กระเบื้องหลังคาคอนกรีต เอสซีจี ซีแพค รุ่น สมูทคูล,วัสดุมุงหลังคา
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีผิวเรียบ BL03 บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ท่อต๊าปเกลียวเคลือบสังกะสี ขนาด 1½ นิ้ว ความหนา 2.77 - 5.10 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
โฟร์ซีซันส์ สีน้ำ ด้าน ภายนอก เบส 2.5 แกลลอน #000B,สีและเคมีภัณฑ์
ซุปเปอร์เมเทค สีน้ำ กึ่งเงา ภายนอก เบส 2.5 แกลลอน #000C,สีและเคมีภัณฑ์
เบเยอร์ รูฟซีล คูล #206 สีเขียว ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
กระเบื้องพอร์ซเลน คอตโต้ 30x60 ซม.,กระเบื้องและเซรามิก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 125 x 125 มิลลิเมตร ความหนา 3.20 - 12.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 25 x 25 มิลลิเมตร ความหนา 1.60 - 3.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 450 KSC,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์คูล ไดมอนด์ ชิลด์ พลัส ชนิดเนียน ภายนอก เบส ซี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
ฉนวนกันความร้อน Aeroflex HT หนา 50 มิลลิเมตร,ฉนวนกันความร้อน
อินทรีเพชรพลัส (Big Bag),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
โฟร์ซีซันส์ สีน้ำ ชนิดด้าน สำหรับภายใน เบสดี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ท่อกรู๊ฟเคลือบสังกะสี ขนาด 5 นิ้ว ความหนา 3.40 - 9.52 มิลลิเมตร,สีและเคมีภัณฑ์
ฉนวนกันความร้อน Aero-Roof 12 มิลลิเมตร,ฉนวนกันความร้อน
เหล็กข้ออ้อย DB25 SD40 (T),ผลิตภัณฑ์เหล็ก
7IN1 สีน้ำยืดหยุ่น เนียน ภายนอก เบส 10 ลิตร #000A,สีและเคมีภัณฑ์
ปูนฉาบทั่วไปสำเร็จรูปทีพีไอ M200 (บรรจุถุง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง แบบตะแกรงขนาด 8 มม.,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
กระเบื้องปูพื้น คอตโต้ 60x60 ซม. NKIE,กระเบื้องและเซรามิก
เบเยอร์ คูล ออล พลัส ชนิดกึ่งเงา 4400 (White) ขนาด 5 แกลลอน,วัสดุมุงหลังคา
ทรายแก้วคัดพิเศษ EDSA4-00 น้ำหนัก 1 ตัน,อื่นๆ
แผ่นพื้นคอนกรีตสำเร็จรูปชนิดรูกลวง ความหนา 20 เซนติเมตร เสริมลวดขนาด 3/8 นิ้ว 6 เส้น,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนรับกำลังอัดเร็ว เอสซีจี บรรจุถุง ขนาด 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
สีน้ำซุปเปอร์ชิลด์ ชนิดเนียน เบส บี บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
เหล็กเส้นกลม ขนาด 15 มม. เกรด SR24,ผลิตภัณฑ์เหล็ก
แผ่นพื้นคอนกรีตสำเร็จรูป,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
พอลิเมอร์เสริมเส้นใยสำหรับงานโครงสร้างคอนกรีตไม่อัดแรง ขนาด 6 มม. (ผลิตภัณฑ์ตัวอย่าง),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 600 KSC,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ซุปเปอร์เมเทค เอ็กซ์เปิร์ต สีน้ำ ชนิดด้าน สำหรับภายใน ผสมรองพื้น เบสเอ บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ คูล ไดมอนด์ ชิลด์ 7 ภายใน เบส บี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 101.6 x 101.6 มิลลิเมตร ความหนา 4.78 - 9.52 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ซุปเปอร์เมเทค เอ็กซ์เปิร์ต สีน้ำด้าน ใน ผสมรองพื้น เบส 5 แกลลอน #000A,สีและเคมีภัณฑ์
กระเบื้องเซรามิคตัดขอบ NATURAL Collection ดีไซน์ บอสโค – ไวท์โอ๊ค ขนาด 19.5 x 58.5 cm.,กระเบื้องและเซรามิก
คอนกรีตผสมเสร็จซีแพคกำลังอัด 180 KSC,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GY04Worm บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เบเยอร์ คูล ไดมอนด์ ชิลด์ 15 ชนิดเนียน เบส ซี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
เหล็กกลมคุณภาพพิเศษ ชั้นคุณภาพ SS400 ขนาด 14 mm. ชนิดม้วน,ผลิตภัณฑ์เหล็ก
ดูราคลีน เอ พลัส สีน้ำ ด้าน ทาฝ้าเพดาน 2.5 แกลลอน #D888,สีและเคมีภัณฑ์
กำแพง L ขนาด 145X120X12.5X200 เซนติเมตร,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
"โซ่เหล็กมาตรฐานสากล เกรด 30 ขนาดมาตฐาน  1/4 นิ้ว x 100 ฟุต, บรรจุถังพลาสติกสี่เหลี่ยม",ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 140 x 80 มิลลิเมตร ความหนา 4.00 - 8.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
ท่อกลม ขนาด 1 นิ้ว ความหนา 2.60 - 4.55 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
บันไดคอนกรีตสำเร็จรูป,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์ปอร์ตแลนด์ขาวรถปูนเต้า,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ ลอฟท์ ปูนฉาบขัดมันสำเร็จรูป 12 กิโลกรัม #LOFT2,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 150 x 75 มิลลิเมตร ความหนา 3.20 - 3.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 76.2 x 76.2 มิลลิเมตร ความหนา 3.96 - 6.35 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
สีน้ำซุปเปอร์ชิลด์ ดูราคลีน เอ พลัส สำหรับทาฝ้าเพดาน เบส เอ บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
แผ่นคอนกรีตสำเร็จรูป (กำลังอัด >500 KSC),ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
กระเบื้องบุผนังโสสุโก้ 20x20 ซม. NK2,กระเบื้องและเซรามิก
ทีโอเอ ชิลด์วัน นาโน สีน้ำ ด้าน ภายใน เบส 2.5 แกลลอน #000D,สีและเคมีภัณฑ์
ซุปเปอร์ เมเทค สีน้ำ ชนิดด้าน สำหรับทาฝ้าเพดาน บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
เหล็กลวดคาร์บอนสูง ชั้นคุณภาพ SWRH82B ขนาด 10 mm.,ผลิตภัณฑ์เหล็ก
สีน้ำทีโอเอ ชิลด์ วัน นาโน ชนิดกึ่งเงา สำหรับภายนอก เบส เอ บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ คูล ไดมอนด์ ชิลด์ พลัส ชนิดกึ่งเงา Base A ขนาด 2.5 แกลลอน,วัสดุมุงหลังคา
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 120 x 80 มิลลิเมตร ความหนา 2.70 - 7.20 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
แผ่นพื้นคอนกรีตสำเร็จรูปชนิดรูกลวง ความหนา 12 เซนติเมตร เสริมลวดขนาด 5 มิลลิเมตร 12 เส้น,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
โฟร์ซีซันส์ 5IN1 สีรองพื้นปูนใหม่ 15 ลิตร #P1000,สีและเคมีภัณฑ์
เสือ มอร์ตาร์ ฉาบทั่วไป บรรจุถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ ลอฟท์ ปูนฉาบขัดมันสำเร็จรูป 12 กิโลกรัม #LOFT1,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ท่อกลมเคลือบสี ขนาด 4 นิ้ว ความหนา 3.05 - 8.60 มิลลิเมตร,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบแต่งผิวขาว บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสือกาวยาแนว สูตรเพิ่มสารทดกรด (สูตรใช้ White cement) สีขาวนวล  บรรจุถุง 1 กิโลกรัม,สีและเคมีภัณฑ์
เบเยอร์คูล ยูวี ฃิลด์ เบส เอ ขนาดบรรจุ 3.5 ลิตร,สีและเคมีภัณฑ์
ซุปเปอร์เมเทค สีน้ำ กึ่งเงา ภายนอก เบส 2.5 แกลลอน #000B,สีและเคมีภัณฑ์
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยมกัลวาไนซ์ ขนาด 63.5 x 63.5 มิลลิเมตร ความหนา 3.58 - 6.35 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
หลังคาไฟเบอร์กลาสโปร่งแสงท๊อปกลาส จีซี เอสพีเอฟ ไฮบริด 2400 จีเอสเอ็ม รูปลอน  5 ลอน  760,วัสดุมุงหลังคา
ท่อกลมเคลือบสี ขนาด ½ นิ้ว ความหนา 2.00 - 4.78 มิลลิเมตร,สีและเคมีภัณฑ์
